TRICHLORMETHIAZIDE,train
OXACILLIN,train
CHLORAMPHENICOL,train
CHLORPHENIRAMINE,train
METHAZOLAMIDE,train
GLUTATHIONE,train
CYPROHEPTADINE,train
ERTAPENEM,train
DONEPEZIL,train
MEQUITAZINE,train
ECONAZOLE,train
CIPROFLOXACIN,train
NATEGLINIDE,train
METHYLSCOPOLAMINE BROMIDE,train
FOSPROPOFOL,train
BENZBROMARONE,train
SALSALATE,train
NADOLOL,train
PHENOTHIAZINE,train
RILMENIDINE,train
FUROSEMIDE,train
CARISOPRODOL,train
METRONIDAZOLE,train
PEMOLINE,train
VECURONIUM,train
METHOTREXATE,train
SITAGLIPTIN,train
IOVERSOL,train
CLODRONIC ACID,train
DAUNORUBICIN,train
PRAMIPEXOLE,train
RALTITREXED,train
MEPENZOLATE,train
RITODRINE,train
PIVMECILLINAM,train
QUAZEPAM,train
SULFADIAZINE,train
CHLORTHALIDONE,train
DIATRIZOATE,train
CEFADROXIL,train
TOBRAMYCIN,train
MEBANAZINE,train
CILAZAPRIL,train
AMBENONIUM,train
RILPIVIRINE,train
FLUPIRTINE,train
GEFITINIB,train
GLIMEPIRIDE,train
SELEGILINE,train
ISOTRETINOIN,train
DESIPRAMINE,train
BENZTROPINE,train
ANASTROZOLE,train
BISMUTH SUBSALICYLATE,train
NETILMICIN,train
ENTACAPONE,train
BUPROPION,train
PHENDIMETRAZINE,train
RALTEGRAVIR,train
PHENPROCOUMON,train
MIGLITOL,train
LORATADINE,train
PHENOXYBENZAMINE,train
MEBENDAZOLE,train
ETHINYLESTRADIOL,train
GLIBENCLAMIDE,train
ACETARSOL,train
FOSINOPRIL,train
ATORVASTATIN,train
AMIFOSTINE,train
PHENOBARBITAL,train
OXYBUTYNIN,train
OLSALAZINE,train
IPRONIAZID,train
METHYLPREDNISOLONE,train
IBANDRONATE,train
CINACALCET,train
TOLMETIN,train
IBUPROFEN,train
CISAPRIDE,train
ACETAZOLAMIDE,train
MELOXICAM,train
MEFLOQUINE,train
TESTOSTERONE,train
TINIDAZOLE,train
METHADONE,train
CLOBAZAM,train
IRBESARTAN,train
ILOPROST,train
PROCARBAZINE,train
ENFLURANE,train
GLYCOPYRROLATE,train
METHYLPHENOBARBITAL,train
BUPRENORPHINE,train
FLUORESCEIN,train
TRIPROLIDINE,train
BUDESONIDE,train
ROCURONIUM,train
CORTISONE ACETATE,train
NALBUPHINE,train
VIDARABINE,train
PROCHLORPERAZINE,train
TROLEANDOMYCIN,train
NITROFURANTOIN,train
SUCCINYLCHOLINE,train
THIOPENTAL,train
ATOVAQUONE,train
HYOSCYAMINE,train
ACETAMINOPHEN,train
PROPAFENONE,train
HYDRALAZINE,train
CARBIDOPA,train
CYCLOFENIL,train
ZALEPLON,train
PERMETHRIN,train
DYPHYLLINE,train
FUSIDIC ACID,train
NAFCILLIN,train
CLOFAZIMINE,train
PROPIVERINE,train
OFLOXACIN,train
CYCLOBENZAPRINE,train
LANSOPRAZOLE,train
METHYSERGIDE,train
PRANLUKAST,train
EXAMETAZIME,train
PROPOXYPHENE,train
DISOPYRAMIDE,train
ELTROMBOPAG OLAMINE,train
TOLBUTAMIDE,train
SEVELAMER,train
CAPSAICIN,train
RABEPRAZOLE,train
ASTEMIZOLE,train
HOMATROPINE,train
ACETYLCHOLINE CHLORIDE,train
ETIZOLAM,train
ENALAPRIL,train
PAZUFLOXACIN,train
VALPROIC ACID,train
BOCEPREVIR,train
NAFAMOSTAT,train
DICOUMAROL,train
TACRINE,train
CINCHOPHEN,train
IDARUBICIN,train
DUTASTERIDE,train
NALMEFENE,train
LAMIVUDINE,train
CEFACLOR,train
NELARABINE,train
BUSULFAN,train
FOSFOMYCIN,train
CEFTRIAXONE,train
STAVUDINE,train
CHLORMEZANONE,train
PIPAMAZINE,train
PRAZEPAM,train
NICARDIPINE,train
CHLORCYCLIZINE,train
ITRACONAZOLE,train
RIMANTADINE,train
PROGESTERONE,train
NEOMYCIN,train
GUANETHIDINE,train
ZALCITABINE,train
PHENYTOIN,train
DEXTROMETHORPHAN,train
PROBUCOL,train
SALBUTAMOL,train
GLIPIZIDE,train
TETRACAINE,train
CLOPIDOGREL,train
ZOLEDRONATE,train
DOXYCYCLINE,train
ISEPAMICIN,train
AMINOLEVULINIC ACID,train
PIPERACILLIN,train
CICLOPIROX,train
PIPERACETAZINE,train
AZATADINE,train
MOXONIDINE,train
PHENOXYPROPAZINE,train
MELATONIN,train
MIFEPRISTONE,train
LEUCOVORIN,train
ATOMOXETINE,train
NOVOBIOCIN,train
PAPAVERINE,train
RANITIDINE,train
DOBUTAMINE,train
ESTRAMUSTINE,train
EPINASTINE,train
PHENYLEPHRINE,train
ESMOLOL,train
THIOGUANINE,train
PENTETIC ACID,train
QUINAPRIL,train
LEVETIRACETAM,train
PLERIXAFOR,train
LEVODOPA,train
METHOXSALEN,train
COCAINE,train
LORAZEPAM,train
PROTIRELIN,train
FLUMAZENIL,train
THIABENDAZOLE,train
DESFLURANE,train
HALOTHANE,train
LEVOFLOXACIN,train
MECHLORETHAMINE,train
SAXAGLIPTIN,train
COLESTIPOL,train
THEOPHYLLINE,train
NOREPINEPHRINE,train
ACENOCOUMAROL,train
DIMERCAPROL,train
ACITRETIN,train
OXCARBAZEPINE,train
METHIMAZOLE,train
CLOPERASTINE,train
TERBINAFINE,train
LABETALOL,train
TILUDRONATE,train
NIACIN,train
RAMIPRIL,train
ETORICOXIB,train
NITROGLYCERIN,train
LOPERAMIDE,train
CEFPROZIL,train
FURAZOLIDONE,train
NAPROXEN,train
ALFENTANIL,train
TRANEXAMIC ACID,train
PINAVERIUM,train
AMBROXOL,train
CEPHRADINE,train
BORTEZOMIB,train
MIGLUSTAT,train
DIHYDROCODEINE,train
NANDROLONE,train
TIBOLONE,train
URACIL MUSTARD,train
BENZIODARONE,train
CEFEPIME,train
DEXPANTHENOL,train
RITONAVIR,train
DESVENLAFAXINE,train
DIGOXIN,train
PENTAZOCINE,train
LIOTHYRONINE,train
FELODIPINE,train
DISULFIRAM,train
CIPROFIBRATE,train
DEFERASIROX,train
LOMUSTINE,train
CAFFEINE,train
CIMETIDINE,train
PHENACETIN,train
ACETOHEXAMIDE,train
ACECLOFENAC,train
ISOXICAM,train
TERAZOSIN,train
MITOTANE,train
INDINAVIR,train
GLUTETHIMIDE,train
CEFOPERAZONE,train
AMINEPTINE,train
ZOMEPIRAC,train
FLUNITRAZEPAM,train
TILBROQUINOL,train
PROPANTHELINE,train
HYDROMORPHONE,train
PERGOLIDE,train
PAROXETINE,train
NITRAZEPAM,train
L-ARGININE,train
BICALUTAMIDE,train
TADALAFIL,train
PAMIDRONATE,train
BACAMPICILLIN,train
DIPHENOXYLATE,train
CALCITRIOL,train
IPRATROPIUM,train
PIRPROFEN,train
VORINOSTAT,train
CEFTIZOXIME,train
AMOBARBITAL,train
DEXBROMPHENIRAMINE,train
ISOPROTERENOL,train
ROSUVASTATIN,train
CIDOFOVIR,train
DIAZEPAM,train
ALBENDAZOLE,train
PHENFORMIN,train
LORMETAZEPAM,train
MYCOPHENOLATE MOFETIL,train
CEFOXITIN,train
WARFARIN,train
CHLOROTHIAZIDE,train
PYRIMETHAMINE,train
LIDOCAINE,train
CARBENICILLIN,train
SUCCIMER,train
METHYLNALTREXONE BROMIDE,train
HALOFANTRINE,train
CEFTIBUTEN,train
PROGUANIL,train
OXANDROLONE,train
OZAGREL,train
ETRETINATE,train
FROVATRIPTAN,train
PRIMIDONE,train
FENOTEROL,train
TAMSULOSIN,train
NANDROLONE DECANOATE,train
MOXIFLOXACIN,train
TENOFOVIR,train
FLAVOXATE,train
ALPRAZOLAM,train
REMIFENTANIL,train
NELFINAVIR,train
ELTROMBOPAG,train
SORAFENIB,train
ABACAVIR,train
ROFECOXIB,train
LORACARBEF,train
TEGASEROD,train
LERCANIDIPINE,train
DEXTROAMPHETAMINE,train
MILNACIPRAN,train
MEROPENEM,train
TROVAFLOXACIN,train
KETOPROFEN,train
NIFEDIPINE,train
ORPHENADRINE,train
OMEPRAZOLE,train
MOXISYLYTE,train
TROSPIUM,train
SIBUTRAMINE,train
ATENOLOL,train
ZANAMIVIR,train
LEVAMISOLE,train
DOPAMINE,train
MELPHALAN,train
BENOXAPROFEN,train
METHOCARBAMOL,train
ETHACRYNATE,train
OXYPHENONIUM,train
PIMECROLIMUS,train
EPLERENONE,train
VORICONAZOLE,train
ZONISAMIDE,train
AMBRISENTAN,train
PENICILLIN,train
TAPENTADOL,train
BEXAROTENE,train
MOLINDONE,train
CLONIDINE,train
RESERPINE,train
PAROMOMYCIN,train
RILUZOLE,train
KETOROLAC,train
DIFLUNISAL,train
PREGABALIN,train
ARIPIPRAZOLE,train
DOXAPRAM,train
TIAGABINE,train
CLONAZEPAM,train
MIDAZOLAM,train
AXITINIB,train
PANTOPRAZOLE,train
CAPECITABINE,train
NEFAZODONE,train
LOMEFLOXACIN,train
BEZAFIBRATE,train
ALFACALCIDOL,train
METHYLTESTOSTERONE,train
MEPIVACAINE,train
BUTALBITAL,train
NEBIVOLOL,train
ACAMPROSATE,train
DOXYLAMINE,train
METOPROLOL,train
GLICLAZIDE,train
IFOSFAMIDE,train
METFORMIN,train
LAPATINIB,train
LATAMOXEF,train
DICLOFENAC,train
NORETHINDRONE ACETATE,train
ETHANOLAMINE OLEATE,train
GALANTAMINE,train
FLOMOXEF,train
PENBUTOLOL,train
ALVIMOPAN,train
OXYMORPHONE,train
GALLAMINE TRIETHIODIDE,train
POLYTHIAZIDE,train
TRIENTINE HYDROCHLORIDE,train
LUMIRACOXIB,train
BUPIVACAINE,train
ALOSETRON,train
PENICILLIN G,train
AMINOGLUTETHIMIDE,train
TIMOLOL,train
LEVOTHYROXINE,train
EPHEDRINE,train
TRIAMTERENE,train
ROXATIDINE,train
RIFABUTIN,train
FOSFLUCONAZOLE,train
EZETIMIBE,train
ETHAMBUTOL,train
EPINEPHRINE,train
MICONAZOLE,train
ROXITHROMYCIN,train
DEHYDROEPIANDROSTERONE,train
BUTORPHANOL,train
FUDOSTEINE,train
DIPHENHYDRAMINE,train
CARBAMAZEPINE,train
PHYSOSTIGMINE,train
PINACIDIL,train
MEXILETINE,train
FLUOXETINE,train
L-METHIONINE,train
IMIPENEM,train
DICYCLOMINE,train
KETOCONAZOLE,train
PENICILLIN V,train
MANIDIPINE,train
AMOXICILLIN,train
AZTREONAM,train
DOCETAXEL,train
SUNITINIB,train
ORLISTAT,train
PIRACETAM,train
PYRIDOSTIGMINE,train
TIROFIBAN,train
KETAMINE,train
REBAMIPIDE,train
DRONEDARONE,train
SULFAMETHOXAZOLE,train
ALATROFLOXACIN,train
CLOMIPRAMINE,train
CYCLOPHOSPHAMIDE,train
FENOFIBRATE,train
DOCUSATE,train
CLINDAMYCIN,train
BETAINE,train
ACICLOVIR,train
CANDESARTAN,train
VARDENAFIL,train
TENIPOSIDE,train
VINCRISTINE,train
SILDENAFIL,train
CEFCAPENE,train
ABIRATERONE,train
SULFANILAMIDE,train
AMINOPHYLLINE,train
CERIVASTATIN,train
OXYCODONE,train
LAFUTIDINE,train
METHOXYFLURANE,train
ROPINIROLE,train
BENZPHETAMINE,train
TACROLIMUS,train
VALSARTAN,train
LORNOXICAM,train
XIMELAGATRAN,train
LENALIDOMIDE,train
CEFMETAZOLE,train
DOXEPIN,train
BENDAZAC,train
RIZATRIPTAN,train
PAZOPANIB,train
DAPSONE,train
ERGOCALCIFEROL,train
NITAZOXANIDE,train
AMPHETAMINE,train
METHACYCLINE,train
PROTRIPTYLINE,train
NORTRIPTYLINE,train
MAZINDOL,train
TIAPROFENIC ACID,train
FLUCLOXACILLIN,train
SECOBARBITAL,train
BETAXOLOL,train
FEXOFENADINE,train
TOLCAPONE,train
DROPERIDOL,train
AZITHROMYCIN,train
CEPHAPIRIN,train
ALIMEMAZINE,train
LINEZOLID,train
IBUTILIDE,train
CLARITHROMYCIN,train
BIPERIDEN,train
CHOLESTYRAMINE,train
MONTELUKAST,train
RANOLAZINE,train
CYPROTERONE,train
CHLORDIAZEPOXIDE,train
CLEVIDIPINE,train
ACRIVASTINE,train
BROMPHENIRAMINE,train
